budget,genres,keywords,original_language,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,companies,countries,languages
1800000,Drama,"['refugee camp', 'hurricane', 'fantasy', 'flooding', 'global warming', 'drama', 'bayou', 'crab', 'storm', 'celebration', 'auroch', 'tough love', 'defrost', 'levee', 'prehistoric creature', 'lost mother', 'melting ice caps', 'shrimp', 'salt water', 'explosives', 'crawfish', 'shrimping', 'submerged', 'grits', 'african american child', 'wild man']",en,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",12.471239,2012-06-29,21107746,93.0,I  gotta take care of mine.,Beasts of the Southern Wild,6.8,Journeyman Pictures,United States of America,English
0,Comedy,"['comedian', 'comedy', 'duringcreditsstinger']",en,"A documentary about branding, advertising and product placement that is financed and made possible by brands, advertising and product placement.",0.692497,2011-04-22,621951,87.0,"He's not selling out, he's buying in.",The Greatest Movie Ever Sold,6.4,Snoot Entertainment,United States of America,English
0,Adventure,"['illusion', 'independent film', 'bhutan', 'story in story', 'weaver', 'storytelling']",en,"A young government official, named Dondup, who is smitten with America (he even has a denim gho) dreams of escaping there while stuck in a beautiful but isolated village. He hopes to connect in the U.S. with a visa out of the country. He misses the one bus out of town to Thimphu, however, and is forced to hitchhike and walk along the Lateral Road to the west, accompanied by an apple seller, a Buddhist monk with his ornate, dragon-headed dramyin, a drunk, a widowed rice paper maker, and his beautiful daughter, Sonam.",0.749699,2003-09-09,0,108.0,The bitter and the sweet of temporary things.,Travellers and Magicians,6.8,Prayer Flag Pictures,Bhutan,
1493619,Adventure,"['cave', 'plane wreck', 'salmon', 'bears', 'northern canada', 'wolves', 'alaskan malamute', 'dove ""family-approved""']",en,"The action-packed feature film tells the dramatic tale of two siblings and their Alaskan Malamute, who must make an emergency landing when their small plane has engine problems. They find themselves in a beautiful but potentially dangerous natural environment that they must overcome together.",2.492747,2013-12-29,0,90.0,Partners in survival. Friends for life.,Against the Wild,4.9,Against the Wild Films,Canada,English
0,Drama,"['independent film', 'woman director']",es,"Tells the parallel stories of nine-year-old Carlitos and his mother, Rosario. In the hopes of providing a better life for her son, Rosario works illegally in the U.S. while her mother cares for Carlitos back in Mexico.",2.756435,2008-03-20,23311391,106.0,The love between a mother and a son knows no Boundraries.,Under the Same Moon,7.0,The Weinstein Company,Mexico,English
0,Drama,['christian'],en,"A talented young singer and aspiring songwriter’s Christian faith and family ties are tested when she defies her worship-pastor father and pursues pop-music stardom in GRACE UNPLUGGED, a moving and inspiring new film that explores the true meaning of success.",2.160586,2013-10-04,0,102.0,Would you give up what you need... to get everything you want?,Grace Unplugged,6.0,Coram Deo Studios,United States of America,English
1500000,Horror,"['medium', 'evil spirit', 'house warming', 'aftercreditsstinger']",en,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",58.594852,2010-09-13,97009150,103.0,It's not the house that's haunted.,Insidious,6.8,Alliance Films,United States of America,English
1500000,Comedy,"['sex', 'sexuality', 'irony', 'sarcasm', 'naivety', 'black humor', 'swimming pool', 'teenage girl', 'sexual humor', 'summer', 'love interest', 'summer vacation', 'father daughter relationship', 'attraction', 'high school student', 'teenage sexuality', 'clumsiness', 'lifeguard', 'immaturity', 'awkwardness', 'list', 'woman director', 'public pool', 'female sexuality', 'virginity', '1990s']",en,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",15.017068,2013-07-24,3566225,104.0,She's going from straight A's to getting her first F.,The To Do List,5.5,3 Arts Entertainment,United States of America,English
0,Comedy,"['new orleans', 'alligator', 'male friendship', 'ax', 'swampf', 'serial killer']",en,"When a group of tourists on a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",12.677016,2006-04-27,0,83.0,Stay out of the swamp.,Hatchet,5.7,ArieScope Pictures,United States of America,English
1500000,Comedy,"['parody', 'parallel world']",en,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,7.5591,2007-10-01,173066,86.0,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,5.9,Dark Horse Entertainment,United States of America,English
2000000,Drama,"['california', 'sex', 'bar', 'motel', 'highway', 'reunion', 'cancer', 'independent film', 'violence', 'anger', 'divorcee', 'drunk', 'trucker', 'americana', 'traffic']",en,"Loner Diane Ford (Michelle Monaghan) is a truck driver with an 11-year-old son, Peter (Jimmy Bennett), whom she never sees, and that's fine with her. But, when Peter's father, Len (Benjamin Bratt), falls ill, he asks Diane to take care of their son for a while. Eventually, Diane reluctantly agrees, but she quickly realizes that caring for a child interferes with her independent lifestyle -- and Peter isn't all that thrilled with the arrangement, either.",1.20173,2008-04-24,0,90.0,Some Things in life you can't leave behind,Trucker,6.8,Plum Pictures,United States of America,English
1500000,Horror,"['witch', 'coven', 'salem massachusetts', 'satanic']",en,"The City of Salem, Massachusetts is visited by a coven of ancient witches.",14.504326,2012-09-10,1165882,101.0,We've been waiting... we've always been waiting,The Lords of Salem,5.1,Alliance Films,Canada,English
0,Horror,"['haunted house', 'father-in-law', 'superstition', 'house arrest', 'basement', 'mystery', 'plot twist', 'exploding head', 'security guard', 'garden shears', 'dentures', 'home detention']",en,"When Kylie Bucknell is sentenced to home detention, she's forced to come to terms with her unsociable behaviour, her blabbering mother and a hostile spirit who seems less than happy about the new living arrangement.",10.322858,2014-09-04,0,109.0,Terror Gets Domesticated,Housebound,6.5,Semi-Professional,New Zealand,English
1488423,Fantasy,"['poison', 'witch', 'becoming an adult', 'sadness', 'queen', 'attempted murder', 'dying and death', 'appearance', 'princess', 'candlelight vigil', 'snow white']",en,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",80.171283,1937-12-20,184925486,83.0,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",Snow White and the Seven Dwarfs,6.9,Walt Disney Productions,United States of America,English
2000000,Drama,"['undercover', 'dog', 'animal welfare', 'animal rights organization', 'puppy mill', 'animal rescues', 'college intern']",en,"Sara Gold is a young girl on a quest to save man's best friend. When she goes undercover to take down a dog breeder suspected of wrongdoing, she quickly finds out she might be on the wrong side of right. Sara must make a decision: to continue and follow the orders of her organization, United Animal Protection Agency, or trust her instincts and the boy she's fallen in love with.",1.193219,2016-07-08,0,101.0,She ended up on the wrong side of right.,The Dog Lover,5.3,ESX Productions,United States of America,English
0,Thriller,['ghost story'],en,"When David King purchases a house in the hills far above the angst of Los Angeles, he gets much more than he bargained for when strange and unexplainable occurrences in and around the house begin to take control of his daily life",0.43049,2014-01-11,0,91.0,It's where they died.,House at the End of the Drive,0.0,Allure Entertainment,United States of America,English
1350000,Comedy,"['ambush', 'alcohol', 'shotgun', 'tea', 'joint', 'machismo', 'cocktail', 'rifle', 'marijuana', 'cockney accent', 'pot smoking', 'hatchet', 'antique', 'cardsharp', 'anger', 'carjacking', 'piano', 'strip show', 'high stakes']",en,A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,16.032594,1998-03-05,3897569,105.0,A Disgrace to Criminals Everywhere.,"Lock, Stock and Two Smoking Barrels",7.5,Handmade Films Ltd.,United Kingdom,English
15000000,Adventure,"['palm sunday', 'jerusalem judah', 'bethlehem judah']",en,"Upon learning that Judah has been trapped in the clutches of the townspeople and faces the possibility of being the sacrifice at the annual Festival, the stable mates leave their cozy barn and embark on an adventure to find and free their friend.",0.165909,2011-06-03,0,87.0,The lamb who saved the world!,The Lion of Judah,5.8,Sunrise Productions,United States of America,English
1200000,Drama,['baseball'],en,"A pro ball player with a substance abuse problem is forced into rehab in his hometown, finding new hope when he gets honest about his checkered past, and takes on coaching duties for a misfit Little League team",3.085411,2013-04-19,2861020,114.0,Freedom is possible,Home Run,6.3,Samuel Goldwyn,United States of America,English
1200000,Western,"['bounty hunter', 'refugee', 'gold', 'anti hero', 'gallows', 'hitman', 'army', 'outlaw', 'shootout', 'moral ambiguity', 'spaghetti western']",it,"While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",88.377076,1966-12-23,6000000,161.0,For three men the Civil War wasn't hell. It was practice.,"The Good, the Bad and the Ugly",8.1,United Artists,United States of America,Italiano
